gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,56,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,67.03,3789.22,0
Male,1,No,No,44,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),62.56,2736.86,0
Female,1,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,94.73,902.27,0
Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,37.27,481.88,0
Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,40.61,1199.52,0
Male,1,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.82,862.78,1
Female,1,Yes,Yes,62,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.23,5655.08,0
Female,0,No,Yes,30,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.75,1186.98,1
Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,59.97,1251.21,0
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,43.97,196.1,1
Male,1,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),116.23,2159.2,0
Male,0,No,No,9,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,82.8,747.59,1
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.56,1589.45,1
Female,0,No,No,25,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),29.6,720.59,0
Male,0,Yes,No,70,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,61.87,4310.32,1
Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.12,1295.02,1
Female,1,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,34.72,254.81,0
Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,47.5,236.85,0
Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,114.64,4927.3,0
Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.98,3870.04,1
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,39.04,2819.34,0
Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),50.84,2451.15,0
Male,0,No,No,35,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,65.77,2308.01,1
Female,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.18,585.53,0
Female,0,No,No,44,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.5,2106.32,0
Male,0,Yes,No,60,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),32.32,1989.02,0
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.03,1186.9,0
Male,1,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,108.9,343.5,0
Male,1,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.41,2652.04,1
Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),38.91,991.03,0
Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,88.04,2483.2,0
Male,1,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.74,162.07,0
Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),115.32,4064.68,1
Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,116.5,346.03,0
Male,1,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),94.49,5500.58,1
Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,116.7,4185.95,0
Male,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,43.61,531.06,0
Female,1,No,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,43.46,849.26,0
Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,104.89,1689.42,0
Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,78.75,3950.83,0
Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,90.31,4845.26,0
Male,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),19.38,620.75,0
Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.39,1265.23,0
Female,0,No,Yes,21,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,45.83,949.45,1
Male,1,No,No,24,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,33.4,831.78,0
Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,69.88,4566.85,0
Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),45.69,478.34,0
Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.34,1041.68,0
Male,0,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),25.82,60.45,1
Female,0,No,No,3,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,97.77,264.61,0
Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.96,4936.77,1
Male,1,Yes,No,12,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,80.94,1001.21,0
Male,0,No,No,54,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),32.28,1764.86,0
Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,92.91,2886.53,0
Female,0,No,Yes,21,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,105.84,2218.44,0
Male,0,No,Yes,54,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),54.65,2988.63,0
Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),69.38,1088.01,0
Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.37,1696.28,0
Male,1,Yes,Yes,50,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),72.77,3681.5,0
Female,0,No,No,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),22.75,126.44,1
Female,0,Yes,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,53.21,3161.92,0
Female,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,45.83,374.35,0
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,36.29,629.92,0
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,103.3,1349.79,1
Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.34,5153.38,0
Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.81,4639.67,0
Female,0,Yes,No,60,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,67.23,4032.1,1
Female,0,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,92.75,5104.34,0
Female,0,No,No,62,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,55.01,3455.81,1
Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,62.14,592.1,0
Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,26.32,1227.79,1
Male,0,No,No,5,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.97,247.34,0
Female,0,No,Yes,33,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,28.56,960.43,0
Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),66.16,4244.05,0
Male,0,No,No,63,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),111.87,7073.44,1
Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.1,6444.88,1
Male,0,No,No,30,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,61.72,1871.78,0
Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),48.07,2955.8,0
Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,50.94,2667.63,0
Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.27,499.38,1
Female,1,No,Yes,41,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,42.28,1755.94,0
Male,0,No,No,40,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.81,2032.08,1
Male,1,No,No,58,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,67.23,3935.43,0
Female,0,No,Yes,39,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),102.11,3951.36,0
Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,27.54,586.98,1
Female,1,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),58.48,1326.35,0
Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,37.04,1378.06,0
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,81.7,120.51,1
Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,75.07,3041.87,0
Female,0,No,No,18,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),75.73,1391.75,0
Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,71.28,102.75,0
Female,0,No,No,61,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.36,5573.73,1
Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,33.41,537.99,0
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,36.58,764.89,1
Female,1,Yes,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,88.89,1126.4,1
Male,1,Yes,No,55,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.18,1754.7,0
Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,90.7,5800.76,0
Female,0,No,No,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,34.44,1525.44,1
Male,1,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),117.16,6222.13,1
Female,1,Yes,No,65,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),22.51,1421.38,1
Male,0,No,Yes,45,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,95.64,4289.2,0
Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),41.2,1304.28,0
Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,50.36,2489.31,1
Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.18,2310.5,0
Male,0,No,No,39,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,48.66,1946.63,0
Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.7,2139.71,1
Female,0,Yes,No,40,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),36.22,1421.07,0
Male,0,No,No,67,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,25.72,1707.81,0
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.8,139.51,0
Male,0,No,Yes,70,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,77.37,5452.1,0
Male,0,Yes,No,3,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,22.68,102.63,0
Female,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.57,2394.42,0
Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,57.35,1449.73,1
Male,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.85,842.39,0
Female,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),92.83,6723.43,0
Male,1,No,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),115.15,7807.47,0
Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,107.5,5470.91,0
Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),113.36,8000.75,0
Female,0,No,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.49,1457.6,1
Female,1,Yes,No,15,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),32.81,485.71,1
Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),84.68,4248.79,1
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),23.97,406.34,0
Female,0,No,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),65.61,1071.1,0
Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,96.93,4417.93,0
Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,103.49,5698.36,0
Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,47.54,1333.37,1
Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.19,2189.25,0
Male,0,No,No,36,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.95,3133.84,1
Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,31.88,448.57,1
Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,117.4,7516.57,0
Male,1,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.22,2990.32,0
Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,92.94,5544.11,1
Male,1,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.56,889.47,0
Male,0,No,No,65,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),49.02,3230.26,0
Male,0,No,Yes,31,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,56.62,1771.16,0
Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,102.17,1826.23,0
Male,1,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),40.8,2257.87,0
Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,24.0,65.95,1
Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,32.73,79.21,0
Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,86.41,2375.1,1
Female,0,No,No,71,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,41.74,3007.23,0
Female,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,74.71,2100.53,0
Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.35,3364.26,0
Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),104.82,2504.41,0
Male,0,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,66.75,1440.31,0
Female,0,No,No,70,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),31.96,2220.62,1
Female,0,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,101.28,2248.47,1
Female,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.27,1854.52,1
Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,100.82,3938.48,0
Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.15,265.41,1
Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),18.36,533.87,0
Male,1,Yes,No,15,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,93.55,1364.53,0
Male,1,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.01,650.67,1
Male,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.5,1856.59,0
Male,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,114.59,367.47,0
Female,0,No,No,11,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),81.7,854.16,0
Female,0,No,Yes,41,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,41.86,1723.64,1
Female,0,Yes,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),59.6,153.62,0
Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,109.32,497.95,1
Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,38.34,475.16,0
Male,1,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),110.69,3790.86,1
